GENDER;INTERNET;TV;COMPUTER;WASHING_MCH;MIC_OVEN;CAR;DVD;FRESH;PHONE;MOBILE;SCHOOL_NAT;SCHOOL_TYPE;MAT_S11;CR_S11;CC_S11;BIO_S11;ENG_S11;ACADEMIC_PROGRAM;QR_PRO;CR_PRO;CC_PRO;ENG_PRO;WC_PRO;FEP_PRO;G_SC;PERCENTILE;2ND_DECILE;QUARTILE;SEL;SEL_IHE
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;69;68;64;85;MECHANICAL ENGINEERING;92;76;10;96;98;127;176;88;5;4;4;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;83;78;68;82;78;ELECTRONIC ENGINEERING;72;100;92;98;94;146;197;98;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;69;71;81;95;INDUSTRIAL ENGINEERING;100;100;100;100;99;214;218;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;76;79;84;100;MECHANICAL ENGINEERING;96;87;80;98;32;138;181;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;97;68;66;74;100;INDUSTRIAL ENGINEERING;84;59;51;100;51;141;170;83;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;63;73;66;82;INDUSTRIAL ENGINEERING;79;94;92;99;98;177;197;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;68;62;70;80;CIVIL ENGINEERING;100;41;82;96;99;186;193;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;63;60;76;90;INDUSTRIAL ENGINEERING;89;89;77;99;43;122;181;91;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;66;65;72;100;INDUSTRIAL ENGINEERING;82;75;96;100;91;117;193;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;75;65;81;80;INDUSTRIAL ENGINEERING;95;93;94;99;67;184;193;97;5;4;3;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;63;60;71;85;INDUSTRIAL ENGINEERING;89;80;98;98;44;167;185;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;68;69;78;95;INDUSTRIAL ENGINEERING;100;98;98;98;56;190;200;99;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;83;56;65;76;85;CHEMICAL ENGINEERING;94;86;85;95;96;175;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;60;62;70;76;INDUSTRIAL ENGINEERING;100;91;95;90;90;194;198;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;61;62;55;82;INDUSTRIAL ENGINEERING;73;66;56;98;88;180;176;88;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;63;46;56;80;INDUSTRIAL ENGINEERING;85;76;61;95;97;180;183;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;70;79;92;90;INDUSTRIAL ENGINEERING;89;96;100;92;64;206;193;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;66;55;67;90;INDUSTRIAL ENGINEERING;75;24;84;94;95;142;175;87;5;4;4;4
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;71;69;78;80;CIVIL ENGINEERING;95;100;99;99;81;77;206;100;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;63;57;79;82;INDUSTRIAL ENGINEERING;95;53;65;96;74;90;177;89;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;89;73;100;99;85;INDUSTRIAL ENGINEERING;99;95;98;96;45;188;194;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;76;73;92;80;CIVIL ENGINEERING;96;95;96;99;75;208;197;98;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;61;57;74;68;CIVIL ENGINEERING;91;82;59;91;76;149;177;89;5;4;4;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;71;57;72;76;INDUSTRIAL ENGINEERING;99;80;87;93;95;157;194;97;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;71;62;87;95;INDUSTRIAL ENGINEERING;100;98;96;99;88;193;206;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;71;66;76;73;INDUSTRIAL ENGINEERING;89;83;87;93;73;176;184;93;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;74;71;82;80;INDUSTRIAL ENGINEERING;99;78;98;95;60;220;190;96;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;63;75;82;80;INDUSTRIAL ENGINEERING;99;82;90;92;48;165;185;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;62;59;78;75;INDUSTRIAL ENGINEERING;99;33;72;91;48;100;170;83;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;66;72;63;74;INDUSTRIAL ENGINEERING;91;47;1;86;99;189;161;72;4;3;4;2
F;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;PRIVATE;TECHNICAL;61;53;57;57;51;INDUSTRIAL ENGINEERING;55;70;30;56;71;145;152;59;3;3;2;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;59;41;45;56;53;INDUSTRIAL ENGINEERING;70;60;11;39;42;171;140;40;3;2;2;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;74;73;68;82;INDUSTRIAL ENGINEERING;93;45;66;99;32;191;170;82;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;PRIVATE;ACADEMIC;80;68;66;76;90;CIVIL ENGINEERING;97;81;94;89;47;187;182;92;5;4;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;96;65;66;71;95;INDUSTRIAL ENGINEERING;100;98;30;92;61;145;181;92;5;4;4;4
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;72;57;70;70;INDUSTRIAL ENGINEERING;90;91;95;73;97;189;189;96;5;4;2;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;72;77;78;95;INDUSTRIAL ENGINEERING;97;99;94;100;100;181;213;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;63;62;73;100;INDUSTRIAL ENGINEERING;85;52;8;99;95;115;168;81;5;4;2;4
M;No;No;No;No;No;No;No;Yes;Yes;No;PRIVATE;ACADEMIC;65;66;55;71;71;INDUSTRIAL ENGINEERING;75;64;81;91;46;165;169;81;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;61;59;65;67;ELECTRONIC ENGINEERING;96;80;83;81;48;163;175;87;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;63;57;65;90;CHEMICAL ENGINEERING;82;87;48;94;76;168;176;88;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;89;68;69;82;82;INDUSTRIAL ENGINEERING;100;89;100;95;72;185;200;99;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;70;69;87;100;INDUSTRIAL ENGINEERING;97;90;88;97;92;210;195;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;67;59;58;58;75;INDUSTRIAL ENGINEERING;84;59;91;98;63;178;179;90;5;4;3;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;86;64;82;80;CIVIL ENGINEERING;98;88;88;97;100;158;218;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;76;79;100;90;INDUSTRIAL ENGINEERING;100;99;97;100;57;215;218;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;90;73;68;66;90;CIVIL ENGINEERING;99;89;89;98;59;171;191;96;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;69;59;84;90;INDUSTRIAL ENGINEERING;83;97;89;96;74;170;189;96;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;71;73;79;95;INDUSTRIAL ENGINEERING;95;77;90;98;62;184;185;94;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;66;60;66;78;INDUSTRIAL ENGINEERING;100;78;78;90;99;165;196;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;90;73;69;72;85;INDUSTRIAL ENGINEERING;100;84;94;99;97;175;204;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;61;65;77;90;INDUSTRIAL ENGINEERING;100;4;7;97;70;98;157;67;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;71;66;70;67;CIVIL ENGINEERING;97;80;95;86;94;94;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;74;63;71;71;85;MECHANICAL ENGINEERING;92;64;92;98;89;135;188;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;65;54;62;76;CIVIL ENGINEERING;98;90;80;92;56;109;184;93;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;73;69;73;95;INDUSTRIAL ENGINEERING;80;61;73;100;70;199;178;90;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;60;59;70;80;INDUSTRIAL ENGINEERING;96;76;70;96;90;177;185;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;69;68;65;95;INDUSTRIAL ENGINEERING;98;77;95;98;80;185;193;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;68;62;68;80;CIVIL ENGINEERING;87;87;92;100;87;156;194;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;60;73;71;85;CIVIL ENGINEERING;98;95;92;99;99;175;205;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;66;51;68;95;INDUSTRIAL ENGINEERING;15;3;4;91;47;111;127;20;2;1;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;93;78;68;87;90;MECHANICAL ENGINEERING;100;99;95;100;80;189;223;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;70;58;71;90;INDUSTRIAL ENGINEERING;99;84;12;100;82;126;180;91;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;69;77;80;95;INDUSTRIAL ENGINEERING;99;98;91;100;100;202;227;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;97;76;73;82;95;MECHANICAL ENGINEERING;100;96;100;100;96;186;228;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;89;66;68;74;90;MECHANICAL ENGINEERING;99;100;95;100;89;169;223;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;71;100;87;90;INDUSTRIAL ENGINEERING;98;94;94;97;67;193;194;97;5;4;4;4
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;89;63;88;88;95;CIVIL ENGINEERING;100;89;90;97;19;168;187;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;61;71;82;85;INDUSTRIAL ENGINEERING;78;98;95;96;98;193;198;99;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;78;62;85;90;INDUSTRIAL ENGINEERING;88;75;86;96;69;173;181;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;65;62;82;95;INDUSTRIAL ENGINEERING;83;70;85;100;93;171;187;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;70;65;92;90;INDUSTRIAL ENGINEERING;100;99;96;100;99;186;246;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;66;69;86;85;INDUSTRIAL ENGINEERING;100;97;94;95;90;167;205;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;62;48;52;68;78;INDUSTRIAL ENGINEERING;89;59;62;96;86;181;177;89;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;50;56;59;64;75;INDUSTRIAL ENGINEERING;69;66;96;87;70;141;176;88;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;63;69;81;80;INDUSTRIAL ENGINEERING;96;88;74;96;89;174;189;96;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;68;79;93;95;CIVIL ENGINEERING;99;100;74;100;25;174;206;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;69;62;77;82;INDUSTRIAL ENGINEERING;95;72;89;93;82;185;185;94;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;87;66;76;72;82;INDUSTRIAL ENGINEERING;91;85;95;93;88;175;190;96;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;61;55;65;80;CHEMICAL ENGINEERING;75;74;67;96;46;166;170;83;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;82;71;73;76;82;INDUSTRIAL ENGINEERING;99;100;90;98;99;178;210;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;61;65;77;90;CHEMICAL ENGINEERING;86;61;59;91;91;164;175;87;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;61;65;60;80;INDUSTRIAL ENGINEERING;96;85;31;94;96;171;181;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;58;75;74;95;INDUSTRIAL ENGINEERING;99;88;92;100;97;184;204;99;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;68;54;73;76;INDUSTRIAL ENGINEERING;79;82;59;95;99;151;184;93;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;63;62;93;78;INDUSTRIAL ENGINEERING;100;94;96;98;51;190;195;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;55;54;72;85;INDUSTRIAL ENGINEERING;91;76;45;97;91;127;180;91;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;68;79;76;78;CHEMICAL ENGINEERING;98;88;82;100;37;182;187;95;5;4;4;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;58;66;68;95;CIVIL ENGINEERING;84;85;73;98;93;148;187;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;61;45;56;53;INDUSTRIAL ENGINEERING;80;40;47;53;87;131;157;67;4;3;4;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;71;49;77;82;MECHANICAL ENGINEERING;100;97;17;82;87;179;180;91;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;61;55;65;82;INDUSTRIAL ENGINEERING;87;15;29;94;90;158;162;74;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;63;73;72;82;INDUSTRIAL ENGINEERING;99;77;78;89;70;175;182;92;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;73;73;99;85;CIVIL ENGINEERING;100;93;100;99;85;205;210;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;69;59;64;85;INDUSTRIAL ENGINEERING;78;81;45;97;99;178;184;93;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;55;66;72;100;INDUSTRIAL ENGINEERING;96;70;59;98;95;165;186;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;71;59;65;80;INDUSTRIAL ENGINEERING;100;72;91;97;96;231;213;100;5;4;4;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;58;66;71;53;INDUSTRIAL ENGINEERING;86;100;87;78;78;194;188;95;5;4;3;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;66;59;61;71;MECHANICAL ENGINEERING;91;68;68;87;66;156;172;85;5;4;2;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;63;57;66;48;CIVIL ENGINEERING;99;93;53;69;2;178;161;73;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;PRIVATE;ACADEMIC;70;65;66;70;85;INDUSTRIAL ENGINEERING;95;90;93;100;75;177;194;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;58;75;59;71;CIVIL ENGINEERING;97;74;66;76;21;174;166;78;4;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;61;62;65;78;INDUSTRIAL ENGINEERING;93;46;24;97;56;156;164;76;4;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;73;69;70;85;INDUSTRIAL ENGINEERING;42;70;29;98;4;158;148;54;3;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;83;70;67;67;85;INDUSTRIAL ENGINEERING;99;73;84;96;100;189;198;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;84;66;81;74;82;INDUSTRIAL ENGINEERING;90;91;87;97;91;198;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;60;62;75;75;INDUSTRIAL ENGINEERING;97;77;95;93;91;123;192;97;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;42;48;55;41;43;INDUSTRIAL ENGINEERING;33;20;5;24;2;87;112;6;1;1;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;68;62;73;82;ELECTRONIC ENGINEERING;91;70;94;99;98;175;195;98;5;4;4;3
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;59;56;55;59;76;CHEMICAL ENGINEERING;59;76;75;89;94;170;176;88;5;4;4;4
F;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;53;53;57;54;65;INDUSTRIAL ENGINEERING;11;51;13;66;28;117;131;26;2;2;3;2
M;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL;68;63;59;58;75;ELECTRIC ENGINEERING AND TELECOMMUNICATIONS;99;70;69;90;90;152;185;94;5;4;4;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;71;62;89;95;INDUSTRIAL ENGINEERING;98;95;84;99;94;194;199;99;5;4;3;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;69;81;72;82;INDUSTRIAL ENGINEERING;93;85;88;95;55;197;183;92;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;56;59;57;78;INDUSTRIAL ENGINEERING;58;52;63;92;92;132;169;82;5;4;4;4
F;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;69;61;65;90;INDUSTRIAL ENGINEERING;75;67;12;96;40;77;157;67;4;3;4;4
M;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL;73;78;71;68;51;CIVIL ENGINEERING;100;98;84;78;97;196;199;99;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;55;61;67;85;INDUSTRIAL ENGINEERING;95;46;17;94;24;128;157;67;4;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;53;59;72;78;INDUSTRIAL ENGINEERING;84;91;78;94;98;161;190;96;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;69;55;70;82;INDUSTRIAL ENGINEERING;99;94;80;98;93;180;198;98;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;61;52;70;75;INDUSTRIAL ENGINEERING;77;63;68;97;97;179;181;92;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;72;79;75;67;CIVIL ENGINEERING;93;89;84;72;82;181;180;91;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;55;69;67;78;CIVIL ENGINEERING;74;68;62;95;62;147;170;82;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;60;57;61;78;CIVIL ENGINEERING;75;69;55;91;15;169;160;71;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;96;69;81;88;90;CIVIL ENGINEERING;97;92;100;100;95;200;224;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;49;59;68;78;INDUSTRIAL ENGINEERING;93;58;42;93;76;141;171;83;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;89;71;65;87;80;INDUSTRIAL ENGINEERING;98;99;98;100;94;212;224;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;76;79;79;100;ELECTRONIC ENGINEERING;99;88;54;100;44;124;183;93;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;70;71;61;85;INDUSTRIAL ENGINEERING;88;66;94;99;51;191;181;92;5;4;4;4
