GENDER;INTERNET;TV;COMPUTER;WASHING_MCH;MIC_OVEN;CAR;DVD;FRESH;PHONE;MOBILE;SCHOOL_NAT;SCHOOL_TYPE;MAT_S11;CR_S11;CC_S11;BIO_S11;ENG_S11;ACADEMIC_PROGRAM;QR_PRO;CR_PRO;CC_PRO;ENG_PRO;WC_PRO;FEP_PRO;G_SC;PERCENTILE;2ND_DECILE;QUARTILE;SEL;SEL_IHE
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;55;47;72;85;INDUSTRIAL ENGINEERING;84;59;82;98;29;139;171;84;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;67;56;75;85;INDUSTRIAL ENGINEERING;87;93;81;95;98;153;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;56;48;66;80;CIVIL ENGINEERING;75;76;12;97;77;135;166;78;4;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;71;61;68;100;INDUSTRIAL ENGINEERING;100;80;95;98;98;165;203;99;5;4;4;4
M;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;51;59;68;96;INDUSTRIAL ENGINEERING;87;61;40;97;79;179;171;84;5;4;3;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;60;64;71;76;CIVIL ENGINEERING;100;81;11;93;83;174;176;88;5;4;4;2
F;No;No;No;No;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;64;55;63;58;INDUSTRIAL AUTOMATIC ENGINEERING;98;95;28;83;19;188;167;80;5;4;2;1
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;78;68;56;82;64;ELECTRONIC ENGINEERING;77;57;70;79;100;138;193;97;5;4;2;2
F;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;PRIVATE;TECHNICAL;62;62;68;60;52;INDUSTRIAL ENGINEERING;75;71;61;67;94;126;169;82;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;46;49;47;51;59;CIVIL ENGINEERING;62;37;26;88;3;3;140;41;3;2;4;3
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;83;75;72;78;92;CIVIL ENGINEERING;100;97;94;99;96;172;207;100;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;57;49;57;76;INDUSTRIAL ENGINEERING;59;34;29;83;37;131;147;51;3;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;58;68;61;71;ELECTRONIC ENGINEERING;100;87;90;83;66;66;189;96;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;60;47;48;58;76;INDUSTRIAL ENGINEERING;71;73;57;77;56;168;162;74;4;3;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;62;50;70;88;ELECTRONIC ENGINEERING;75;22;32;97;65;65;158;69;4;3;4;4
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;54;65;68;82;CHEMICAL ENGINEERING;69;98;98;97;95;162;198;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;56;56;74;92;INDUSTRIAL ENGINEERING;99;98;99;98;39;182;197;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;68;65;68;96;MECHANICAL ENGINEERING;99;82;59;100;54;54;184;93;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;60;59;78;67;INDUSTRIAL ENGINEERING;80;32;65;73;77;166;161;73;4;3;4;2
M;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;50;47;45;41;43;INDUSTRIAL ENGINEERING;28;10;7;10;0;113;89;1;1;1;1;2
F;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;54;53;65;57;INDUSTRIAL ENGINEERING;48;53;83;55;15;165;149;55;3;3;2;3
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;PRIVATE;ACADEMIC;54;49;39;51;55;MECHANICAL ENGINEERING;60;6;14;41;88;127;137;35;2;2;1;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;75;74;91;88;ELECTRONIC ENGINEERING;92;88;94;96;70;176;188;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;60;66;70;96;INDUSTRIAL ENGINEERING;99;93;100;100;67;168;217;100;5;4;4;4
F;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;50;51;55;57;60;ELECTRONIC ENGINEERING;61;57;81;65;32;136;156;66;4;3;3;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;83;71;65;78;76;CIVIL ENGINEERING;99;98;78;99;18;181;187;95;5;4;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;62;53;67;68;CIVIL ENGINEERING;98;51;6;72;23;167;149;55;3;3;2;2
F;No;No;No;No;No;No;No;No;Yes;No;PRIVATE;ACADEMIC;47;43;45;46;46;CIVIL ENGINEERING;20;46;45;17;34;126;133;28;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;68;60;76;92;INDUSTRIAL ENGINEERING;99;79;40;98;79;156;182;92;5;4;2;2
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;71;66;81;73;INDUSTRIAL ENGINEERING;98;92;85;94;83;193;192;97;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;60;42;49;58;CHEMICAL ENGINEERING;88;79;53;62;62;62;163;75;4;4;4;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;57;57;68;50;INDUSTRIAL ENGINEERING;83;50;74;75;73;189;166;79;4;4;2;3
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;58;56;48;49;INDUSTRIAL ENGINEERING;59;33;35;34;46;116;139;39;2;2;1;1
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;51;45;38;40;INDUSTRIAL ENGINEERING;6;37;21;8;14;98;116;8;1;1;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;65;56;68;80;INDUSTRIAL ENGINEERING;76;31;64;86;47;144;158;69;4;3;3;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;67;53;63;62;CIVIL ENGINEERING;99;74;99;86;88;88;194;97;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;PRIVATE;ACADEMIC;62;71;68;68;62;MECHANICAL ENGINEERING;97;94;89;85;3;152;173;86;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;88;67;61;73;82;CIVIL ENGINEERING;98;74;35;100;59;145;178;89;5;4;4;4
F;No;No;Yes;No;No;No;No;Yes;Yes;No;PRIVATE;TECHNICAL;56;57;57;60;59;INDUSTRIAL ENGINEERING;89;94;82;61;73;197;176;88;5;4;2;3
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;44;49;49;57;38;INDUSTRIAL ENGINEERING;32;31;36;38;7;100;127;20;2;1;2;2
F;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;PRIVATE;TECHNICAL/ACADEMIC;60;49;59;60;40;INDUSTRIAL ENGINEERING;58;51;15;55;20;118;137;36;2;2;4;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;52;55;51;55;44;CIVIL ENGINEERING;26;5;50;35;70;116;134;30;2;2;3;2
M;No;No;No;No;No;No;No;No;No;No;PRIVATE;ACADEMIC;53;50;50;58;52;INDUSTRIAL ENGINEERING;72;80;9;7;48;120;139;38;2;2;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;62;62;56;60;67;MECHANICAL ENGINEERING;56;44;15;61;60;127;143;45;3;2;3;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;52;62;58;51;54;ELECTRIC ENGINEERING;36;58;10;66;88;172;147;52;3;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;50;45;55;64;46;CIVIL ENGINEERING;3;49;54;70;86;115;146;51;3;3;2;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;58;64;61;62;64;INDUSTRIAL ENGINEERING;86;69;40;76;88;159;167;80;5;4;2;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;79;69;69;80;82;MECHANICAL ENGINEERING;93;90;97;99;21;222;187;95;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL;68;67;69;67;55;INDUSTRIAL ENGINEERING;93;91;25;81;31;136;163;75;4;4;2;2
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;53;57;52;51;52;ELECTRIC ENGINEERING;54;42;60;57;81;166;154;63;4;3;2;2
M;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;62;59;57;58;65;INDUSTRIAL ENGINEERING;69;61;1;1;81;116;100;2;1;1;2;2
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;53;56;52;53;55;CIVIL ENGINEERING;42;13;53;78;41;144;143;45;3;2;4;2
M;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;57;61;70;49;INDUSTRIAL ENGINEERING;97;71;91;61;24;183;169;82;5;4;4;2
M;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;55;51;65;61;53;MECHANICAL ENGINEERING;50;69;58;64;27;130;151;58;3;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;60;57;55;53;INDUSTRIAL ENGINEERING;99;63;26;79;100;161;194;97;5;4;3;2
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;91;64;72;81;73;INDUSTRIAL ENGINEERING;99;49;53;94;70;148;175;87;5;4;3;2
M;No;No;No;No;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;64;66;61;53;ELECTRIC ENGINEERING;82;31;27;58;63;147;149;54;3;3;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;57;57;68;54;MECHANICAL ENGINEERING;96;61;48;51;49;130;158;69;4;3;2;2
F;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;62;67;72;64;60;INDUSTRIAL ENGINEERING;88;86;61;74;87;175;175;87;5;4;2;2
M;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL;44;49;52;47;43;CIVIL ENGINEERING;64;43;8;33;44;115;135;31;2;2;2;2
F;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;64;59;58;68;ELECTRIC ENGINEERING;49;59;40;66;0;157;120;12;1;1;2;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;51;56;57;51;68;CIVIL ENGINEERING;11;62;81;68;80;97;155;65;4;3;3;2
M;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL;80;57;58;72;52;MECHANICAL ENGINEERING;85;78;28;45;28;102;150;57;3;3;1;2
M;No;Yes;No;No;No;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;77;72;77;81;60;ELECTRIC ENGINEERING;99;80;89;87;1;123;169;81;5;4;1;2
M;No;Yes;Yes;Yes;No;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;68;53;53;62;59;MECHANICAL ENGINEERING;29;33;53;69;1;146;131;26;2;2;1;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;51;62;57;55;48;INDUSTRIAL ENGINEERING;76;25;48;80;0;132;123;16;1;1;1;2
M;No;No;No;Yes;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;64;58;55;60;64;INDUSTRIAL ENGINEERING;60;8;43;75;86;132;150;57;3;3;3;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;59;58;62;64;55;MECHANICAL ENGINEERING;80;82;72;55;13;119;157;67;4;3;1;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;59;57;47;47;49;INDUSTRIAL ENGINEERING;69;7;22;22;57;116;132;28;2;2;2;2
M;No;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;62;52;53;65;58;ELECTRIC ENGINEERING;96;83;85;37;93;154;177;89;5;4;2;2
M;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;58;39;48;53;42;CIVIL ENGINEERING;65;49;64;47;23;151;148;53;3;3;2;2
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;56;48;48;53;43;INDUSTRIAL ENGINEERING;38;70;83;73;42;164;158;68;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;45;41;40;42;52;ELECTRONIC ENGINEERING;78;12;38;20;34;131;136;33;2;2;2;2
F;No;No;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;72;62;62;72;62;INDUSTRIAL ENGINEERING;93;96;82;75;62;153;179;90;5;4;1;2
M;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;76;64;62;61;45;INDUSTRIAL ENGINEERING;94;70;76;36;50;152;162;74;4;3;2;2
F;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;68;60;62;61;80;CIVIL ENGINEERING;99;92;54;95;89;155;189;96;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;48;53;58;65;INDUSTRIAL ENGINEERING;85;49;62;79;50;151;161;72;4;3;4;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;57;69;78;76;INDUSTRIAL ENGINEERING;90;79;61;92;11;170;166;78;4;4;2;2
M;No;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;75;74;77;74;67;MECHANICAL ENGINEERING;97;18;30;84;45;201;155;64;4;3;2;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;62;69;53;72;53;CIVIL ENGINEERING;95;50;76;55;54;157;162;74;4;3;1;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;56;74;65;67;CIVIL ENGINEERING;99;94;88;91;100;190;202;99;5;4;4;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;52;81;62;45;67;INDUSTRIAL ENGINEERING;23;1;6;67;0;139;91;1;1;1;2;2
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;67;64;68;66;67;CIVIL ENGINEERING;74;46;87;81;18;154;160;71;4;3;4;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;57;54;42;60;45;INDUSTRIAL ENGINEERING;35;16;42;40;13;110;129;22;2;1;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;59;62;56;59;55;INDUSTRIAL ENGINEERING;54;55;30;58;90;174;153;62;4;3;1;2
F;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;61;67;57;64;50;CIVIL ENGINEERING;95;62;82;53;94;186;175;87;5;4;2;2
F;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;75;64;62;65;78;INDUSTRIAL ENGINEERING;98;86;23;98;44;198;173;86;5;4;4;2
M;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;62;52;56;65;53;INDUSTRIAL ENGINEERING;88;67;37;52;71;115;158;69;4;3;2;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;74;72;70;65;INDUSTRIAL ENGINEERING;89;96;88;91;42;174;182;92;5;4;4;2
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;58;62;67;55;MECHATRONICS ENGINEERING;93;97;93;88;0;200;156;66;4;3;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;67;64;60;76;INDUSTRIAL ENGINEERING;96;100;82;98;48;200;191;97;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;60;60;59;60;CIVIL ENGINEERING;52;62;8;74;42;164;143;45;3;2;4;2
M;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;52;45;52;58;46;ELECTRONIC ENGINEERING;99;33;81;64;78;99;170;83;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;57;58;66;58;43;INDUSTRIAL ENGINEERING;87;37;19;39;50;139;143;45;3;2;3;2
M;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;59;52;53;62;53;MECHANICAL ENGINEERING;97;79;74;67;13;144;164;76;4;4;3;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;62;60;57;70;80;INDUSTRIAL ENGINEERING;58;33;57;92;59;175;158;69;4;3;2;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;65;62;65;68;48;CIVIL ENGINEERING;22;15;21;23;23;129;122;14;1;1;3;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;73;64;64;72;52;INDUSTRIAL ENGINEERING;75;50;39;45;10;155;141;41;3;2;3;2
M;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;79;87;72;71;62;MECHANICAL ENGINEERING;98;91;95;81;48;169;184;93;5;4;2;2
F;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;64;57;46;61;54;INDUSTRIAL ENGINEERING;93;83;64;67;69;152;171;83;5;4;2;2
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;69;62;66;67;55;MECHANICAL ENGINEERING;100;48;75;78;84;154;177;89;5;4;2;2
M;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;65;49;51;65;43;MECHANICAL ENGINEERING;94;61;40;18;4;106;141;42;3;2;1;2
F;No;No;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;69;70;66;67;70;ELECTRIC ENGINEERING;95;89;39;88;42;141;170;83;5;4;2;2
M;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;58;57;57;66;70;CIVIL ENGINEERING;99;97;78;90;43;165;184;93;5;4;2;2
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;55;41;46;46;49;INDUSTRIAL ENGINEERING;72;19;8;67;4;144;128;22;2;1;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;58;64;64;59;52;INDUSTRIAL ENGINEERING;75;60;59;33;84;111;158;68;4;3;4;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;84;70;72;79;80;INDUSTRIAL ENGINEERING;95;89;97;92;7;191;178;90;5;4;4;2
F;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;66;66;74;61;67;INDUSTRIAL ENGINEERING;64;32;83;85;97;167;171;84;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;78;68;72;81;78;CHEMICAL ENGINEERING;65;23;33;88;91;90;159;70;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;57;60;74;60;MECHATRONICS ENGINEERING;68;78;88;87;84;142;178;89;5;4;2;2
M;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;64;53;58;63;INDUSTRIAL ENGINEERING;90;38;36;64;61;157;154;63;4;3;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;62;59;64;59;INDUSTRIAL ENGINEERING;82;82;5;62;91;138;158;68;4;3;4;2
F;Yes;No;Yes;Yes;No;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;69;65;75;67;INDUSTRIAL ENGINEERING;94;1;85;93;92;139;167;80;5;4;4;2
F;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;74;68;70;59;INDUSTRIAL ENGINEERING;84;100;73;86;57;218;182;92;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;70;59;72;71;INDUSTRIAL ENGINEERING;49;91;100;85;21;165;176;88;5;4;3;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;56;55;53;61;54;CIVIL ENGINEERING;46;67;69;44;39;154;150;57;3;3;2;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;64;74;80;80;INDUSTRIAL ENGINEERING;95;83;86;89;58;199;181;91;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;93;70;66;82;85;ELECTRONIC ENGINEERING;99;85;98;89;82;153;194;97;5;4;4;4
F;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;62;52;59;66;54;INDUSTRIAL ENGINEERING;86;70;89;68;90;148;176;88;5;4;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;62;72;79;62;CIVIL ENGINEERING;99;81;36;64;0;194;136;33;2;2;2;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;64;57;70;68;CIVIL ENGINEERING;97;45;87;89;50;189;173;86;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;72;76;69;70;76;CIVIL ENGINEERING;100;86;85;90;16;168;180;91;5;4;3;2
F;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;51;52;57;58;52;CIVIL ENGINEERING;66;55;54;63;41;132;152;59;3;3;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;85;87;82;82;82;CIVIL ENGINEERING;97;96;92;95;58;183;190;96;5;4;3;2
F;No;Yes;No;No;No;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;70;62;64;72;73;INDUSTRIAL ENGINEERING;93;91;86;83;84;198;185;94;5;4;1;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;68;58;58;71;53;INDUSTRIAL ENGINEERING;90;63;8;73;70;156;155;64;4;3;2;2
F;Yes;No;Yes;Yes;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;64;56;59;64;64;INDUSTRIAL ENGINEERING;89;56;10;72;7;97;142;44;3;2;1;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;54;62;53;61;54;INDUSTRIAL ENGINEERING;62;89;65;68;28;170;160;71;4;3;2;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;60;60;65;60;CIVIL ENGINEERING;92;35;25;61;37;164;148;53;3;3;4;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;62;60;62;78;INDUSTRIAL ENGINEERING;36;43;64;85;24;133;150;57;3;3;4;2
M;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;64;61;68;71;CIVIL ENGINEERING;92;84;24;63;60;161;160;72;4;3;4;2
